scn,pol,ind,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
dx,pa,wag-int,6.681791927,7.237569964,7.287683541,7.35575494,7.430663942,7.561775932,7.729941633,8.017525324,8.3969589,8.903738081,9.441187088,10.015672,10.66541519,11.61581844,12.63459848,13.36560766,14.23413268,15.1944547,16.31772195,17.43782384
dx,pa,wag-base,10.18105497,10.23387544,10.07588669,10.04934124,10.03493286,10.04935608,10.10501329,10.21275462,10.38529996,10.65886394,11.0359891,11.56820963,12.44352809,13.58407447,14.81221976,16.03657574,17.40307876,18.878021,20.53883867,22.2989778
dxdt,pa,wag-spc,32.06320792,32.48971655,31.95539924,32.0959395,32.29662213,32.51453488,32.86977355,33.25862711,33.74504695,34.34036783,35.08879397,36.07349059,37.55680589,39.5141709,41.42084618,43.72272445,46.12600891,48.50577299,50.95926178,53.53803554
dxdt,pa,wag-int,6.681791927,7.194121656,7.205852249,7.269632619,7.388248643,7.480351434,7.600669792,7.87172369,8.238633174,8.736403587,9.26092283,9.820413055,10.45517999,11.38413788,12.37318539,13.05733818,13.87692631,14.78531698,15.84840635,16.89619121
dxdt,pa,wag-base,10.18105497,10.22112461,10.05455834,10.0304199,10.0206803,10.03120399,10.08373943,10.17493706,10.33113358,10.59081644,10.94958268,11.44892488,12.28606314,13.40920413,14.61444376,15.81787663,17.16335753,18.61599763,20.25025911,21.98040115
base,tnd,wag-spc,32.06320792,33.34397819,33.19968213,32.71616702,32.32414426,32.12712406,31.81944515,31.73706716,31.54083211,31.33588706,31.14347389,30.98752518,30.85598412,30.80259731,30.7197581,30.66206854,30.6305333,30.63349495,30.65619137,30.69760035
base,tnd,wag-int,6.681791927,7.379444238,7.542961391,7.483294227,7.465562768,7.57762642,7.679819733,7.870752482,8.037855302,8.221568683,8.412838991,8.615674747,8.826838146,9.074724547,9.295806239,9.513368052,9.720849625,9.903241103,10.06340396,10.19578134
base,tnd,wag-base,10.18105497,10.41863651,10.34197418,10.17364961,10.03199626,9.97519494,9.911151145,9.90621376,9.894762519,9.908057746,9.941088093,10.00267568,10.09506098,10.24266911,10.40949704,10.6281674,10.91625464,11.40833206,11.96596406,12.59191195
dx,tnd,wag-spc,32.06320792,32.62528362,32.19351411,32.24244301,32.43576441,32.66625697,32.91759929,33.46771336,34.02398241,34.67494624,35.47459564,36.62830907,38.60063145,41.23455141,44.10750066,47.45935844,51.25785459,55.38745664,60.17218961,66.05004574
dx,tnd,wag-int,6.681791927,7.299937341,7.398904349,7.419392127,7.485755502,7.622363497,7.755279715,7.984663237,8.19583479,8.428018116,8.665024051,8.911179874,9.152951363,9.430587087,9.712577385,10.03795557,10.40793854,10.86405397,11.50201856,12.46277852
dx,tnd,wag-base,10.18105497,10.26521549,10.12844312,10.07873858,10.06131166,10.07948528,10.11955665,10.23225911,10.37182954,10.57723834,10.85224493,11.23837414,11.83849195,12.71297621,13.64161467,14.66332438,15.72683009,16.89535396,18.38661331,20.35161962
dxdt,tnd,wag-spc,32.06320792,32.59648387,32.14342491,32.20722464,32.40104681,32.63682073,32.92454359,33.43560287,33.97008116,34.62843844,35.44222967,36.5924176,38.59508906,41.2896818,44.22616576,47.65794352,51.57704379,55.80313809,60.579231,66.43392812
dxdt,tnd,wag-int,6.681791927,7.250272728,7.303220747,7.324529539,7.436184326,7.531689116,7.619491646,7.821312075,8.013343652,8.230210842,8.451174267,8.678356158,8.898147031,9.137742974,9.377261782,9.658480204,9.993143046,10.3974365,10.95613923,11.8110661
dxdt,tnd,wag-base,10.18105497,10.24990055,10.10227687,10.0571833,10.04490828,10.05856706,10.09613215,10.19062524,10.31491187,10.50990221,10.7727227,11.14306278,11.69261269,12.55900345,13.47868908,14.49805571,15.57545303,16.68966194,18.09050583,19.95303669
