sim,ind,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
REF_AZ130,dem_riego_sub,281.7785971,294.4982264,303.9087514,315.4406864,328.3404852,340.032536,350.907653,359.3836228,365.3171892,369.8774354,373.7031045,380.0307215,383.0163582,388.9579557,395.9343326,402.3933927,409.5153613,416.2317017,422.4438828,428.2573984,433.5387067,437.8697993,440.8770401,443.0959584,445.7830743,447.8072914,449.2154891
REF_AZ130,dem_riego_sup,102.4133065,102.959342,103.4306503,103.4185805,103.3105998,103.0702821,102.2272364,101.1663664,99.78743291,98.32639189,96.768935,95.82062257,94.45552668,93.83846858,94.48262315,95.07288835,95.77292299,96.31165026,96.78761169,97.09644192,97.37236958,98.08363141,99.41304545,100.9248274,101.1381116,101.1733694,101.0434503
REF_AZ130,demanda_no_agricola,267.7290488,271.2179263,274.8599438,278.55964,282.3181663,286.1241913,289.643675,293.24036,296.89681,300.5666863,304.2893438,308.1256638,312.02797,315.9867,320.05178,324.1271738,328.2749588,332.5081138,336.8168488,341.1392125,345.5893813,350.06779,354.600745,359.1762375,363.860155,368.5758863,373.3907213
REF_AZ130,demanda_total,651.9209524,668.6754947,682.1993454,697.4189069,713.9692513,729.2270093,742.7785644,753.7903492,762.0014321,768.7705135,774.7613832,783.9770078,789.4998549,798.7831242,810.4687357,821.5934548,833.5632431,845.0514657,856.0483432,866.4930528,876.5004576,886.0212207,894.8908306,903.1970233,910.7813409,917.5565471,923.6496607
REF_AZ130,frijoles,1.694489522,1.725873614,1.751632917,1.777776682,1.804310662,1.831240664,1.858572619,1.886312512,1.914466445,1.943040553,1.972041152,2.001474617,2.031347376,2.061665992,2.092437115,2.123667525,2.155364053,2.187533661,2.220183427,2.253320496,2.286952147,2.32108576,2.355728826,2.390888953,2.426573858,2.462791385,2.499549478
REF_AZ130,cafe,1.366712277,1.393914418,1.42165401,1.449945659,1.478800285,1.508229147,1.538243659,1.568855474,1.600076471,1.631918786,1.664394797,1.697517077,1.731298505,1.765752196,1.800891544,1.836730203,1.873282042,1.91056128,1.948582416,1.987360159,2.026909601,2.067246132,2.108385363,2.150343278,2.193136174,2.236780669,2.281293715
REF_AZ130,otros_cultivos,7.950614112,8.069281236,8.189718267,8.311952869,8.436011861,8.561922486,8.689712383,8.819409588,8.95104257,9.084640195,9.220231873,9.35784726,9.497516634,9.639270596,9.783140299,9.929157317,10.07735371,10.22776198,10.38041515,10.53534672,10.69259068,10.85218159,11.01415443,11.17854481,11.34538878,11.5147229,11.68658445
REF_AZ130,bosque,31.89169768,32.05732825,32.11771978,32.22207009,32.37152141,32.5673149,32.81029092,33.10258886,33.44514717,33.84090335,34.18027753,32.68624249,32.35575432,32.06089048,31.28528303,30.51277558,29.74356814,28.97736068,28.21435323,27.45434579,26.69723834,25.94313089,25.19192344,24.44351599,23.69770855,22.9547011,22.21419365
REF_AZ130,granos_pacifico,0.735723751,0.757740931,0.786940931,0.823840931,0.869040931,0.923140931,0.986840931,1.060840931,1.145840931,1.242740931,1.348312621,1.285812621,1.214512621,1.133912621,1.043512621,0.942812621,0.831112621,0.983940768,0.938270326,0.789770326,0.987557705,0.974357705,0.961757705,1.400957705,1.389557705,1.378757705,1.935957705
REF_AZ130,granos_otros,6.264239154,6.311872857,6.353017279,6.38716164,6.413712902,6.432078122,6.44156438,6.441478865,6.431128804,6.409621538,6.380192762,6.519593315,6.668559032,6.827597569,6.997216572,7.177923822,7.370427166,7.299206387,7.427296198,7.659035663,7.545316012,7.643420239,7.741769258,7.389171521,7.488035504,7.587169755,7.119182971
REF_AZ130,pastos_pacifico,3.387192516,3.232814226,3.059137364,2.856297167,2.622026756,2.35831692,2.062941062,1.734799566,1.371924551,0.968031358,0.678873241,1.9367,1.8399,1.7479,1.6605,1.5775,1.4986,1.4237,1.3525,1.2849,1.2207,0.968504046,0.5045786,0,0,0,0
REF_AZ130,pastos_otros,19.29301732,19.13256043,18.94816043,18.74086043,18.51186043,18.26216043,17.99306043,17.70516043,17.39956043,17.07726043,16.6921,16.58893234,16.67220419,16.71181368,17.22344491,17.72286762,18.21029596,18.68586186,19.14958634,19.60168921,20.042389,20.66288228,21.48691043,22.3434281,22.68729209,23.0227847,23.35012455
REF_AZ130,oleag_riego,0.149773074,0.150632172,0.149455124,0.146296376,0.140881101,0.13293454,0.122367143,0.108811682,0.092178733,0.07237896,0.050122441,0.029276794,0.006385581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REF_AZ130,oleag_secano,0.233823913,0.240763303,0.250063303,0.261663303,0.275863303,0.292963303,0.313063303,0.336563303,0.363563303,0.394163303,0.4276,0.4597,0.4942,0.511068498,0.521239026,0.531611931,0.542191272,0.552981157,0.563985748,0.57520935,0.586656299,0.598331057,0.610238147,0.622382191,0.634767907,0.647400104,0.660283676
REF_AZ130,otros_suelos,0.763954632,0.779233724,0.794818399,0.810714767,0.826929062,0.843467643,0.860336997,0.877543737,0.895094611,0.912996503,0.931256433,0.949881562,0.968879193,0.988256777,1.008021913,1.028182351,1.048745998,1.069720918,1.091115337,1.112937643,1.135196396,1.157900323,1.181058329,1.204679497,1.228773087,1.253348549,1.27841552
REF_AZ130,permanentes,0.572678991,0.58122718,0.589902212,0.598706722,0.607642643,0.616711937,0.625916592,0.635258632,0.644740103,0.65436309,0.664129702,0.674042088,0.684102416,0.6943129,0.704675779,0.715193328,0.725867855,0.736701704,0.747697252,0.758856913,0.770183135,0.781678405,0.793345247,0.805186221,0.817203926,0.829401,0.84178012
REF_AZ130,canha_riego,0.459996068,0.481727236,0.499127236,0.520127236,0.544268042,0.567532702,0.589836427,0.609445109,0.626015072,0.641819321,0.657133431,0.670121992,0.682346884,0.693718426,0.70423824,0.713903579,0.724834848,0.734919189,0.744158177,0.752553381,0.760106357,0.766635166,0.772049601,0.776534673,0.779816668,0.781805348,0.782593952
REF_AZ130,canha_secano_pacifico,0.024551748,0.025322148,0.026222148,0.027222148,0.028522148,0.030122148,0.031922148,0.033822148,0.036122148,0.038722148,0.041522148,0.044822148,0.048422148,0.052422148,0.056722148,0.0615,0.0661,0.0711,0.0765,0.0823,0.0884,0.095,0.1022,0.1099,0.1182,0.1271,0.1366
REF_AZ130,canha_secano_otros,0.014693639,0.015173103,0.015673103,0.016373103,0.017373103,0.018373103,0.019573103,0.021073103,0.022773103,0.024773103,0.026873103,0.030773103,0.034973103,0.039473103,0.044373103,0.0495,0.0532,0.0572,0.0615,0.0661,0.0711,0.0765,0.0823,0.0884,0.095,0.1022,0.1099
REF_AZ130,vegetales,0.444475519,0.446687004,0.448909327,0.451142707,0.453387198,0.455642856,0.457909735,0.460187894,0.462477385,0.464778268,0.467090597,0.469414432,0.471749827,0.474096841,0.476455531,0.478825957,0.481208175,0.483602247,0.486008227,0.488426179,0.49085616,0.49329823,0.495752451,0.49821888,0.500697581,0.503188614,0.505692041
REF_AZ130,area_riego,0.609769142,0.632359408,0.64858236,0.666423612,0.685149143,0.700467242,0.71220357,0.718256791,0.718193805,0.714198281,0.707255873,0.699398786,0.688732466,0.693718426,0.70423824,0.713903579,0.724834848,0.734919189,0.744158177,0.752553381,0.760106357,0.766635166,0.772049601,0.776534673,0.779816668,0.781805348,0.782593952
REF_AZ130,area_cultivos,8.899955857,9.011145932,9.119310663,9.232534164,9.350691369,9.469499641,9.588993761,9.707481666,9.824839582,9.943360662,10.06297681,10.18355649,10.30525161,10.42660211,10.54843302,10.67127124,10.79494194,10.91965145,11.04541593,11.17225181,11.30017567,11.4292208,11.55941241,11.69075119,11.82327929,11.95702253,12.09199046
REF_AZ130,prod_azucar,0.521,0.549053846,0.577107692,0.605161538,0.633215385,0.661269231,0.689323077,0.717376923,0.745430769,0.773484615,0.801538462,0.829592308,0.857646154,0.8857,0.913753846,0.941807692,0.969861538,0.997915385,1.025969231,1.054023077,1.082076923,1.110130769,1.138184615,1.166238462,1.194292308,1.222346154,1.2504
REF_AZ130,prod_granos,2.842785,2.885426579,2.928707978,2.972638598,3.017228177,3.062486599,3.108423898,3.155050257,3.202376011,3.250411651,3.299167826,3.348655343,3.398885173,3.449868451,3.501616478,3.554140725,3.607452836,3.661564628,3.716488098,3.772235419,3.82881895,3.886251235,3.944545003,4.003713178,4.063768876,4.124725409,4.18659629
