demand,sw,gw,climate,indicator,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
HIGH,100%,60%,85,Prod_Rainfed_Banana,6343.826722,6670.314842,6758.481993,6957.936058,6642.98311,7067.899594,6506.165393,6719.880751,7142.700408,7037.224402,7237.321235,7159.133288,6411.684207,6934.712979,7182.306546,7355.71959,6882.544072,6438.358267,6865.628604,6941.442275,6640.228455,6982.018238,6706.862282,7109.320704,6955.505314,6840.161639,6188.911382,6093.393848,6209.628657,6322.918363,6118.407806,5986.382113,6533.644107,6460.559248,6793.259638
HIGH,20%,100%,85,Prod_Rainfed_Banana,6343.826722,6670.314842,6758.481993,6957.936058,6642.98311,7067.899594,6506.165393,6719.880751,7142.700408,7037.224402,7237.321235,7159.133288,6411.684207,6934.712979,7182.306546,7355.71959,6882.544072,6438.358267,6865.628604,6941.442275,6640.228455,6982.018238,6706.862282,7109.320704,6955.505314,6840.161639,6188.911382,6093.393848,6209.628657,6322.918363,6118.407806,5986.382113,6533.644107,6460.559248,6793.259638
HIGH,20%,20%,85,Prod_Rainfed_Banana,6343.826722,6670.314842,6758.481993,6957.936058,6642.98311,7067.899594,6506.165393,6719.880751,7142.700408,7037.224402,7237.321235,7159.133288,6411.684207,6934.712979,7182.306546,7355.71959,6882.544072,6438.358267,6865.628604,6941.442275,6640.228455,6982.018238,6706.862282,7109.320704,6955.505314,6840.161639,6188.911382,6093.393848,6209.628657,6322.918363,6118.407806,5986.382113,6533.644107,6460.559248,6793.259638
HIGH,20%,60%,85,Prod_Rainfed_Banana,6343.826722,6670.314842,6758.481993,6957.936058,6642.98311,7067.899594,6506.165393,6719.880751,7142.700408,7037.224402,7237.321235,7159.133288,6411.684207,6934.712979,7182.306546,7355.71959,6882.544072,6438.358267,6865.628604,6941.442275,6640.228455,6982.018238,6706.862282,7109.320704,6955.505314,6840.161639,6188.911382,6093.393848,6209.628657,6322.918363,6118.407806,5986.382113,6533.644107,6460.559248,6793.259638
HIGH,60%,20%,85,Prod_Rainfed_Banana,6343.826722,6670.314842,6758.481993,6957.936058,6642.98311,7067.899594,6506.165393,6719.880751,7142.700408,7037.224402,7237.321235,7159.133288,6411.684207,6934.712979,7182.306546,7355.71959,6882.544072,6438.358267,6865.628604,6941.442275,6640.228455,6982.018238,6706.862282,7109.320704,6955.505314,6840.161639,6188.911382,6093.393848,6209.628657,6322.918363,6118.407806,5986.382113,6533.644107,6460.559248,6793.259638
HIGH,60%,100%,85,Prod_Rainfed_Banana,6343.826722,6670.314842,6758.481993,6957.936058,6642.98311,7067.899594,6506.165393,6719.880751,7142.700408,7037.224402,7237.321235,7159.133288,6411.684207,6934.712979,7182.306546,7355.71959,6882.544072,6438.358267,6865.628604,6941.442275,6640.228455,6982.018238,6706.862282,7109.320704,6955.505314,6840.161639,6188.911382,6093.393848,6209.628657,6322.918363,6118.407806,5986.382113,6533.644107,6460.559248,6793.259638
HIGH,60%,60%,85,Prod_Rainfed_Banana,6343.826722,6670.314842,6758.481993,6957.936058,6642.98311,7067.899594,6506.165393,6719.880751,7142.700408,7037.224402,7237.321235,7159.133288,6411.684207,6934.712979,7182.306546,7355.71959,6882.544072,6438.358267,6865.628604,6941.442275,6640.228455,6982.018238,6706.862282,7109.320704,6955.505314,6840.161639,6188.911382,6093.393848,6209.628657,6322.918363,6118.407806,5986.382113,6533.644107,6460.559248,6793.259638
REF,100%,100%,85,Yield_Rainfed_Banana,5053.830283,5314.689876,5385.71065,5545.447013,5295.190079,5634.703471,5187.619229,5358.791561,5696.787873,5613.469121,5773.911472,5712.353319,5116.689798,5534.874975,5733.312719,5872.583985,5495.60436,5141.667565,5483.673208,5545.023478,5305.880449,5580.539898,5362.106808,5685.452617,5563.992371,5473.248136,4953.520963,4878.429041,4972.873451,5065.011333,4902.55382,4798.102493,5238.195836,5181.047506,5449.377727
REF,100%,20%,85,Yield_Rainfed_Banana,5053.830283,5314.689876,5385.71065,5545.447013,5295.190079,5634.703471,5187.619229,5358.791561,5696.787873,5613.469121,5773.911472,5712.353319,5116.689798,5534.874975,5733.312719,5872.583985,5495.60436,5141.667565,5483.673208,5545.023478,5305.880449,5580.539898,5362.106808,5685.452617,5563.992371,5473.248136,4953.520963,4878.429041,4972.873451,5065.011333,4902.55382,4798.102493,5238.195836,5181.047506,5449.377727
REF,100%,60%,85,Yield_Rainfed_Banana,5053.830283,5314.689876,5385.71065,5545.447013,5295.190079,5634.703471,5187.619229,5358.791561,5696.787873,5613.469121,5773.911472,5712.353319,5116.689798,5534.874975,5733.312719,5872.583985,5495.60436,5141.667565,5483.673208,5545.023478,5305.880449,5580.539898,5362.106808,5685.452617,5563.992371,5473.248136,4953.520963,4878.429041,4972.873451,5065.011333,4902.55382,4798.102493,5238.195836,5181.047506,5449.377727
REF,20%,100%,85,Yield_Rainfed_Banana,5053.830283,5314.689876,5385.71065,5545.447013,5295.190079,5634.703471,5187.619229,5358.791561,5696.787873,5613.469121,5773.911472,5712.353319,5116.689798,5534.874975,5733.312719,5872.583985,5495.60436,5141.667565,5483.673208,5545.023478,5305.880449,5580.539898,5362.106808,5685.452617,5563.992371,5473.248136,4953.520963,4878.429041,4972.873451,5065.011333,4902.55382,4798.102493,5238.195836,5181.047506,5449.377727
REF,20%,20%,85,Yield_Rainfed_Banana,5053.830283,5314.689876,5385.71065,5545.447013,5295.190079,5634.703471,5187.619229,5358.791561,5696.787873,5613.469121,5773.911472,5712.353319,5116.689798,5534.874975,5733.312719,5872.583985,5495.60436,5141.667565,5483.673208,5545.023478,5305.880449,5580.539898,5362.106808,5685.452617,5563.992371,5473.248136,4953.520963,4878.429041,4972.873451,5065.011333,4902.55382,4798.102493,5238.195836,5181.047506,5449.377727
REF,20%,60%,85,Yield_Rainfed_Banana,5053.830283,5314.689876,5385.71065,5545.447013,5295.190079,5634.703471,5187.619229,5358.791561,5696.787873,5613.469121,5773.911472,5712.353319,5116.689798,5534.874975,5733.312719,5872.583985,5495.60436,5141.667565,5483.673208,5545.023478,5305.880449,5580.539898,5362.106808,5685.452617,5563.992371,5473.248136,4953.520963,4878.429041,4972.873451,5065.011333,4902.55382,4798.102493,5238.195836,5181.047506,5449.377727
REF,60%,60%,85,Yield_Rainfed_Banana,5053.830283,5314.689876,5385.71065,5545.447013,5295.190079,5634.703471,5187.619229,5358.791561,5696.787873,5613.469121,5773.911472,5712.353319,5116.689798,5534.874975,5733.312719,5872.583985,5495.60436,5141.667565,5483.673208,5545.023478,5305.880449,5580.539898,5362.106808,5685.452617,5563.992371,5473.248136,4953.520963,4878.429041,4972.873451,5065.011333,4902.55382,4798.102493,5238.195836,5181.047506,5449.377727
REF,60%,100%,85,Yield_Rainfed_Banana,5053.830283,5314.689876,5385.71065,5545.447013,5295.190079,5634.703471,5187.619229,5358.791561,5696.787873,5613.469121,5773.911472,5712.353319,5116.689798,5534.874975,5733.312719,5872.583985,5495.60436,5141.667565,5483.673208,5545.023478,5305.880449,5580.539898,5362.106808,5685.452617,5563.992371,5473.248136,4953.520963,4878.429041,4972.873451,5065.011333,4902.55382,4798.102493,5238.195836,5181.047506,5449.377727
REF,60%,20%,85,Yield_Rainfed_Banana,5053.830283,5314.689876,5385.71065,5545.447013,5295.190079,5634.703471,5187.619229,5358.791561,5696.787873,5613.469121,5773.911472,5712.353319,5116.689798,5534.874975,5733.312719,5872.583985,5495.60436,5141.667565,5483.673208,5545.023478,5305.880449,5580.539898,5362.106808,5685.452617,5563.992371,5473.248136,4953.520963,4878.429041,4972.873451,5065.011333,4902.55382,4798.102493,5238.195836,5181.047506,5449.377727
HIGH,100%,100%,85,Yield_Rainfed_Banana,5053.830283,5314.689876,5385.71065,5545.447013,5295.190079,5634.703471,5187.619229,5358.791561,5696.787873,5613.469121,5773.911472,5712.353319,5116.689798,5534.874975,5733.312719,5872.583985,5495.60436,5141.667565,5483.673208,5545.023478,5305.880449,5580.539898,5362.106808,5685.452617,5563.992371,5473.248136,4953.520963,4878.429041,4972.873451,5065.011333,4902.55382,4798.102493,5238.195836,5181.047506,5449.377727
HIGH,100%,20%,85,Yield_Rainfed_Banana,5053.830283,5314.689876,5385.71065,5545.447013,5295.190079,5634.703471,5187.619229,5358.791561,5696.787873,5613.469121,5773.911472,5712.353319,5116.689798,5534.874975,5733.312719,5872.583985,5495.60436,5141.667565,5483.673208,5545.023478,5305.880449,5580.539898,5362.106808,5685.452617,5563.992371,5473.248136,4953.520963,4878.429041,4972.873451,5065.011333,4902.55382,4798.102493,5238.195836,5181.047506,5449.377727
HIGH,100%,60%,85,Yield_Rainfed_Banana,5053.830283,5314.689876,5385.71065,5545.447013,5295.190079,5634.703471,5187.619229,5358.791561,5696.787873,5613.469121,5773.911472,5712.353319,5116.689798,5534.874975,5733.312719,5872.583985,5495.60436,5141.667565,5483.673208,5545.023478,5305.880449,5580.539898,5362.106808,5685.452617,5563.992371,5473.248136,4953.520963,4878.429041,4972.873451,5065.011333,4902.55382,4798.102493,5238.195836,5181.047506,5449.377727
HIGH,20%,100%,85,Yield_Rainfed_Banana,5053.830283,5314.689876,5385.71065,5545.447013,5295.190079,5634.703471,5187.619229,5358.791561,5696.787873,5613.469121,5773.911472,5712.353319,5116.689798,5534.874975,5733.312719,5872.583985,5495.60436,5141.667565,5483.673208,5545.023478,5305.880449,5580.539898,5362.106808,5685.452617,5563.992371,5473.248136,4953.520963,4878.429041,4972.873451,5065.011333,4902.55382,4798.102493,5238.195836,5181.047506,5449.377727
HIGH,20%,20%,85,Yield_Rainfed_Banana,5053.830283,5314.689876,5385.71065,5545.447013,5295.190079,5634.703471,5187.619229,5358.791561,5696.787873,5613.469121,5773.911472,5712.353319,5116.689798,5534.874975,5733.312719,5872.583985,5495.60436,5141.667565,5483.673208,5545.023478,5305.880449,5580.539898,5362.106808,5685.452617,5563.992371,5473.248136,4953.520963,4878.429041,4972.873451,5065.011333,4902.55382,4798.102493,5238.195836,5181.047506,5449.377727
HIGH,20%,60%,85,Yield_Rainfed_Banana,5053.830283,5314.689876,5385.71065,5545.447013,5295.190079,5634.703471,5187.619229,5358.791561,5696.787873,5613.469121,5773.911472,5712.353319,5116.689798,5534.874975,5733.312719,5872.583985,5495.60436,5141.667565,5483.673208,5545.023478,5305.880449,5580.539898,5362.106808,5685.452617,5563.992371,5473.248136,4953.520963,4878.429041,4972.873451,5065.011333,4902.55382,4798.102493,5238.195836,5181.047506,5449.377727
HIGH,60%,20%,85,Yield_Rainfed_Banana,5053.830283,5314.689876,5385.71065,5545.447013,5295.190079,5634.703471,5187.619229,5358.791561,5696.787873,5613.469121,5773.911472,5712.353319,5116.689798,5534.874975,5733.312719,5872.583985,5495.60436,5141.667565,5483.673208,5545.023478,5305.880449,5580.539898,5362.106808,5685.452617,5563.992371,5473.248136,4953.520963,4878.429041,4972.873451,5065.011333,4902.55382,4798.102493,5238.195836,5181.047506,5449.377727
HIGH,60%,100%,85,Yield_Rainfed_Banana,5053.830283,5314.689876,5385.71065,5545.447013,5295.190079,5634.703471,5187.619229,5358.791561,5696.787873,5613.469121,5773.911472,5712.353319,5116.689798,5534.874975,5733.312719,5872.583985,5495.60436,5141.667565,5483.673208,5545.023478,5305.880449,5580.539898,5362.106808,5685.452617,5563.992371,5473.248136,4953.520963,4878.429041,4972.873451,5065.011333,4902.55382,4798.102493,5238.195836,5181.047506,5449.377727
HIGH,60%,60%,85,Yield_Rainfed_Banana,5053.830283,5314.689876,5385.71065,5545.447013,5295.190079,5634.703471,5187.619229,5358.791561,5696.787873,5613.469121,5773.911472,5712.353319,5116.689798,5534.874975,5733.312719,5872.583985,5495.60436,5141.667565,5483.673208,5545.023478,5305.880449,5580.539898,5362.106808,5685.452617,5563.992371,5473.248136,4953.520963,4878.429041,4972.873451,5065.011333,4902.55382,4798.102493,5238.195836,5181.047506,5449.377727
REF,100%,100%,85,Yield_Rainfed_Coffee,983.8561865,1016.301167,976.5874397,1068.445295,949.3233526,1059.97931,895.5108552,1025.636709,1074.089836,1030.44808,1134.384022,1044.67997,947.2487527,1061.657783,1164.054501,1071.832726,989.8927993,929.6852637,1063.961541,1030.491034,946.6507489,1058.631562,975.491436,1066.189086,1029.253324,939.3747677,850.1647419,896.870267,838.0173317,914.8514747,797.1356188,828.5501756,937.3333168,939.7641444,950.8797682
REF,100%,20%,85,Yield_Rainfed_Coffee,983.8561865,1016.301167,976.5874397,1068.445295,949.3233526,1059.97931,895.5108552,1025.636709,1074.089836,1030.44808,1134.384022,1044.67997,947.2487527,1061.657783,1164.054501,1071.832726,989.8927993,929.6852637,1063.961541,1030.491034,946.6507489,1058.631562,975.491436,1066.189086,1029.253324,939.3747677,850.1647419,896.870267,838.0173317,914.8514747,797.1356188,828.5501756,937.3333168,939.7641444,950.8797682
REF,100%,60%,85,Yield_Rainfed_Coffee,983.8561865,1016.301167,976.5874397,1068.445295,949.3233526,1059.97931,895.5108552,1025.636709,1074.089836,1030.44808,1134.384022,1044.67997,947.2487527,1061.657783,1164.054501,1071.832726,989.8927993,929.6852637,1063.961541,1030.491034,946.6507489,1058.631562,975.491436,1066.189086,1029.253324,939.3747677,850.1647419,896.870267,838.0173317,914.8514747,797.1356188,828.5501756,937.3333168,939.7641444,950.8797682
REF,20%,100%,85,Yield_Rainfed_Coffee,983.8561865,1016.301167,976.5874397,1068.445295,949.3233526,1059.97931,895.5108552,1025.636709,1074.089836,1030.44808,1134.384022,1044.67997,947.2487527,1061.657783,1164.054501,1071.832726,989.8927993,929.6852637,1063.961541,1030.491034,946.6507489,1058.631562,975.491436,1066.189086,1029.253324,939.3747677,850.1647419,896.870267,838.0173317,914.8514747,797.1356188,828.5501756,937.3333168,939.7641444,950.8797682
REF,20%,20%,85,Yield_Rainfed_Coffee,983.8561865,1016.301167,976.5874397,1068.445295,949.3233526,1059.97931,895.5108552,1025.636709,1074.089836,1030.44808,1134.384022,1044.67997,947.2487527,1061.657783,1164.054501,1071.832726,989.8927993,929.6852637,1063.961541,1030.491034,946.6507489,1058.631562,975.491436,1066.189086,1029.253324,939.3747677,850.1647419,896.870267,838.0173317,914.8514747,797.1356188,828.5501756,937.3333168,939.7641444,950.8797682
REF,20%,60%,85,Yield_Rainfed_Coffee,983.8561865,1016.301167,976.5874397,1068.445295,949.3233526,1059.97931,895.5108552,1025.636709,1074.089836,1030.44808,1134.384022,1044.67997,947.2487527,1061.657783,1164.054501,1071.832726,989.8927993,929.6852637,1063.961541,1030.491034,946.6507489,1058.631562,975.491436,1066.189086,1029.253324,939.3747677,850.1647419,896.870267,838.0173317,914.8514747,797.1356188,828.5501756,937.3333168,939.7641444,950.8797682
REF,60%,60%,85,Yield_Rainfed_Coffee,983.8561865,1016.301167,976.5874397,1068.445295,949.3233526,1059.97931,895.5108552,1025.636709,1074.089836,1030.44808,1134.384022,1044.67997,947.2487527,1061.657783,1164.054501,1071.832726,989.8927993,929.6852637,1063.961541,1030.491034,946.6507489,1058.631562,975.491436,1066.189086,1029.253324,939.3747677,850.1647419,896.870267,838.0173317,914.8514747,797.1356188,828.5501756,937.3333168,939.7641444,950.8797682
REF,60%,100%,85,Yield_Rainfed_Coffee,983.8561865,1016.301167,976.5874397,1068.445295,949.3233526,1059.97931,895.5108552,1025.636709,1074.089836,1030.44808,1134.384022,1044.67997,947.2487527,1061.657783,1164.054501,1071.832726,989.8927993,929.6852637,1063.961541,1030.491034,946.6507489,1058.631562,975.491436,1066.189086,1029.253324,939.3747677,850.1647419,896.870267,838.0173317,914.8514747,797.1356188,828.5501756,937.3333168,939.7641444,950.8797682
REF,60%,20%,85,Yield_Rainfed_Coffee,983.8561865,1016.301167,976.5874397,1068.445295,949.3233526,1059.97931,895.5108552,1025.636709,1074.089836,1030.44808,1134.384022,1044.67997,947.2487527,1061.657783,1164.054501,1071.832726,989.8927993,929.6852637,1063.961541,1030.491034,946.6507489,1058.631562,975.491436,1066.189086,1029.253324,939.3747677,850.1647419,896.870267,838.0173317,914.8514747,797.1356188,828.5501756,937.3333168,939.7641444,950.8797682
HIGH,100%,100%,85,Yield_Rainfed_Coffee,983.8561865,1016.301167,976.5874397,1068.445295,949.3233526,1059.97931,895.5108552,1025.636709,1074.089836,1030.44808,1134.384022,1044.67997,947.2487527,1061.657783,1164.054501,1071.832726,989.8927993,929.6852637,1063.961541,1030.491034,946.6507489,1058.631562,975.491436,1066.189086,1029.253324,939.3747677,850.1647419,896.870267,838.0173317,914.8514747,797.1356188,828.5501756,937.3333168,939.7641444,950.8797682
HIGH,100%,20%,85,Yield_Rainfed_Coffee,983.8561865,1016.301167,976.5874397,1068.445295,949.3233526,1059.97931,895.5108552,1025.636709,1074.089836,1030.44808,1134.384022,1044.67997,947.2487527,1061.657783,1164.054501,1071.832726,989.8927993,929.6852637,1063.961541,1030.491034,946.6507489,1058.631562,975.491436,1066.189086,1029.253324,939.3747677,850.1647419,896.870267,838.0173317,914.8514747,797.1356188,828.5501756,937.3333168,939.7641444,950.8797682
HIGH,100%,60%,85,Yield_Rainfed_Coffee,983.8561865,1016.301167,976.5874397,1068.445295,949.3233526,1059.97931,895.5108552,1025.636709,1074.089836,1030.44808,1134.384022,1044.67997,947.2487527,1061.657783,1164.054501,1071.832726,989.8927993,929.6852637,1063.961541,1030.491034,946.6507489,1058.631562,975.491436,1066.189086,1029.253324,939.3747677,850.1647419,896.870267,838.0173317,914.8514747,797.1356188,828.5501756,937.3333168,939.7641444,950.8797682
HIGH,20%,100%,85,Yield_Rainfed_Coffee,983.8561865,1016.301167,976.5874397,1068.445295,949.3233526,1059.97931,895.5108552,1025.636709,1074.089836,1030.44808,1134.384022,1044.67997,947.2487527,1061.657783,1164.054501,1071.832726,989.8927993,929.6852637,1063.961541,1030.491034,946.6507489,1058.631562,975.491436,1066.189086,1029.253324,939.3747677,850.1647419,896.870267,838.0173317,914.8514747,797.1356188,828.5501756,937.3333168,939.7641444,950.8797682
HIGH,20%,20%,85,Yield_Rainfed_Coffee,983.8561865,1016.301167,976.5874397,1068.445295,949.3233526,1059.97931,895.5108552,1025.636709,1074.089836,1030.44808,1134.384022,1044.67997,947.2487527,1061.657783,1164.054501,1071.832726,989.8927993,929.6852637,1063.961541,1030.491034,946.6507489,1058.631562,975.491436,1066.189086,1029.253324,939.3747677,850.1647419,896.870267,838.0173317,914.8514747,797.1356188,828.5501756,937.3333168,939.7641444,950.8797682
HIGH,20%,60%,85,Yield_Rainfed_Coffee,983.8561865,1016.301167,976.5874397,1068.445295,949.3233526,1059.97931,895.5108552,1025.636709,1074.089836,1030.44808,1134.384022,1044.67997,947.2487527,1061.657783,1164.054501,1071.832726,989.8927993,929.6852637,1063.961541,1030.491034,946.6507489,1058.631562,975.491436,1066.189086,1029.253324,939.3747677,850.1647419,896.870267,838.0173317,914.8514747,797.1356188,828.5501756,937.3333168,939.7641444,950.8797682
HIGH,60%,20%,85,Yield_Rainfed_Coffee,983.8561865,1016.301167,976.5874397,1068.445295,949.3233526,1059.97931,895.5108552,1025.636709,1074.089836,1030.44808,1134.384022,1044.67997,947.2487527,1061.657783,1164.054501,1071.832726,989.8927993,929.6852637,1063.961541,1030.491034,946.6507489,1058.631562,975.491436,1066.189086,1029.253324,939.3747677,850.1647419,896.870267,838.0173317,914.8514747,797.1356188,828.5501756,937.3333168,939.7641444,950.8797682
HIGH,60%,100%,85,Yield_Rainfed_Coffee,983.8561865,1016.301167,976.5874397,1068.445295,949.3233526,1059.97931,895.5108552,1025.636709,1074.089836,1030.44808,1134.384022,1044.67997,947.2487527,1061.657783,1164.054501,1071.832726,989.8927993,929.6852637,1063.961541,1030.491034,946.6507489,1058.631562,975.491436,1066.189086,1029.253324,939.3747677,850.1647419,896.870267,838.0173317,914.8514747,797.1356188,828.5501756,937.3333168,939.7641444,950.8797682
HIGH,60%,60%,85,Yield_Rainfed_Coffee,983.8561865,1016.301167,976.5874397,1068.445295,949.3233526,1059.97931,895.5108552,1025.636709,1074.089836,1030.44808,1134.384022,1044.67997,947.2487527,1061.657783,1164.054501,1071.832726,989.8927993,929.6852637,1063.961541,1030.491034,946.6507489,1058.631562,975.491436,1066.189086,1029.253324,939.3747677,850.1647419,896.870267,838.0173317,914.8514747,797.1356188,828.5501756,937.3333168,939.7641444,950.8797682
REF,100%,100%,85,Sugar_IRR_Sugarcane,16459.82345,18664.45525,20869.08706,23025.02743,25252.06619,27482.98248,29687.61429,31892.24609,34096.8779,36301.50971,38506.14151,40710.77331,42915.40512,45120.03693,47324.66874,49529.30054,51733.93235,53938.56416,56143.19596,58347.82777,61577.2935,64806.75923,68036.22496,71265.69068,74495.15642,77724.62214,80954.08787,84180.23853,87413.01933,90614.28658,93779.34552,97045.26265,100132.7302,101887.6615,100359.077
REF,100%,20%,85,Sugar_IRR_Sugarcane,16459.82345,18664.45525,20869.08706,23033.53714,25252.06619,27482.98248,29687.61429,31892.24609,34096.8779,36301.50971,38506.14151,40710.77331,42915.40512,45120.03693,47324.66874,49529.30054,51733.93235,53938.56416,56143.19596,58347.82777,61577.2935,64806.75923,68036.22496,71265.69068,74495.15642,77724.62214,80954.08787,84180.25136,87413.01933,90614.28658,93849.96807,97101.41652,100330.8822,102468.1668,103622.5708
REF,100%,60%,85,Sugar_IRR_Sugarcane,16459.82345,18664.45525,20869.08706,23025.02743,25252.06619,27482.98248,29687.61429,31892.24609,34096.8779,36301.50971,38506.14151,40710.77331,42915.40512,45120.03693,47324.66874,49529.30054,51733.93235,53938.56416,56143.19596,58347.82777,61577.2935,64806.75923,68036.22496,71265.69068,74495.15642,77724.62214,80954.08787,84180.23853,87413.01933,90614.28658,93779.34552,97045.26265,100146.7451,101898.5733,100459.1571
REF,20%,100%,85,Sugar_IRR_Sugarcane,16459.82345,18664.45525,20869.08706,23025.02743,25252.06619,27482.98248,29687.61429,31892.24609,34096.8779,36301.50971,38506.14151,40710.77331,42915.40512,45120.03693,47324.66874,49529.30054,51733.93235,53938.56416,56143.19596,58347.82777,61577.2935,64806.75923,68036.22496,71265.69068,74495.15642,77724.62214,80954.08787,84180.25136,87413.01933,90614.28658,93779.36639,97045.26265,100132.7302,101887.5832,100359.1716
REF,20%,20%,85,Sugar_IRR_Sugarcane,16459.82345,18664.45525,20869.08706,23033.53714,25252.06619,27482.98248,29687.61429,31892.24609,34096.8779,36301.50971,38506.14151,40710.77331,42915.40512,45120.03693,47324.66874,49529.30054,51733.93235,53938.56416,56143.19596,58347.82777,61577.2935,64806.75923,68036.22496,71265.69068,74495.15642,77724.62214,80954.08787,84180.23853,87413.01933,90614.31047,93849.98895,97101.41652,100330.8822,102468.0517,103622.8505
REF,20%,60%,85,Sugar_IRR_Sugarcane,16459.82345,18664.45525,20869.08706,23025.02743,25252.06619,27482.98248,29687.61429,31892.24609,34096.8779,36301.50971,38506.14151,40710.77331,42915.40512,45120.03693,47324.66874,49529.30054,51733.93235,53938.56416,56143.19596,58347.82777,61577.2935,64806.75923,68036.22496,71265.69068,74495.15642,77724.62214,80954.08787,84180.25136,87413.01933,90614.28658,93779.36639,97045.26265,100146.7451,101898.5733,100459.0622
REF,60%,60%,85,Sugar_IRR_Sugarcane,16459.82345,18664.45525,20869.08706,23025.02743,25252.06619,27482.98248,29687.61429,31892.24609,34096.8779,36301.50971,38506.14151,40710.77331,42915.40512,45120.03693,47324.66874,49529.30054,51733.93235,53938.56416,56143.19596,58347.82777,61577.2935,64806.75923,68036.22496,71265.69068,74495.15642,77724.62214,80954.08787,84180.23853,87413.01933,90614.28658,93779.34552,97045.26265,100146.7451,101898.5733,100459.0099
REF,60%,100%,85,Sugar_IRR_Sugarcane,16459.82345,18664.45525,20869.08706,23025.02743,25252.06619,27482.98248,29687.61429,31892.24609,34096.8779,36301.50971,38506.14151,40710.77331,42915.40512,45120.03693,47324.66874,49529.30054,51733.93235,53938.56416,56143.19596,58347.82777,61577.2935,64806.75923,68036.22496,71265.69068,74495.15642,77724.62214,80954.08787,84180.23853,87413.01933,90614.28658,93779.34552,97045.26265,100132.7302,101887.6936,100359.0126
REF,60%,20%,85,Sugar_IRR_Sugarcane,16459.82345,18664.45525,20869.08706,23033.53714,25252.06619,27482.98248,29687.61429,31892.24609,34096.8779,36301.50971,38506.14151,40710.77331,42915.40512,45120.03693,47324.66874,49529.30054,51733.93235,53938.56416,56143.19596,58347.82777,61577.2935,64806.75923,68036.22496,71265.69068,74495.15642,77724.62214,80954.08787,84180.25136,87413.01933,90614.31047,93849.98895,97101.41652,100330.8822,102468.2237,103622.8716
HIGH,100%,100%,85,Sugar_IRR_Sugarcane,16459.82345,18664.45525,20869.08706,22964.67498,25151.98032,27448.52844,29687.61429,31891.56436,34096.8779,36301.50971,38506.14151,40710.77331,42884.03848,45011.41501,47270.51093,49377.01617,51361.79306,53503.30274,55924.26825,57839.20012,60730.51855,63999.22105,66770.82984,70059.15387,73052.61234,75389.94642,78420.4485,81799.16014,84383.44287,88427.86719,88560.39839,91928.55176,92098.78586,92186.2357,82879.16562
HIGH,100%,20%,85,Sugar_IRR_Sugarcane,16459.82345,18664.45525,20869.08706,22989.2461,25179.32382,27453.11974,29687.61429,31892.24609,34096.8779,36301.50971,38506.14151,40710.77331,42915.40512,45120.03693,47324.66874,49529.30054,51733.93235,53938.56416,56143.19596,58347.82777,61577.2935,64806.75923,68036.22496,71265.69068,74495.15642,77670.359,80939.51046,84119.64321,87384.03372,90559.51499,93801.20347,97101.41652,100300.114,102433.7891,103242.7285
HIGH,100%,60%,85,Sugar_IRR_Sugarcane,16459.82345,18664.45525,20869.08706,22980.08064,25173.88523,27453.11974,29687.61429,31892.24609,34096.8779,36301.50971,38506.14151,40710.77331,42915.40512,45011.41501,47324.66874,49492.83869,51579.70431,53769.30005,56111.66409,58126.80533,61207.50032,64551.31181,67432.27102,70652.17627,73805.59171,76623.25695,80083.90412,83339.56159,86751.05357,90249.09415,90822.16515,94362.4392,95363.93178,97516.743,92019.66567
HIGH,20%,100%,85,Sugar_IRR_Sugarcane,16459.82345,18664.45525,20869.08706,22964.67498,25151.98032,27448.52844,29687.61429,31891.56436,34096.8779,36301.50971,38506.14151,40710.77331,42884.03848,45011.41501,47270.51093,49377.01617,51361.79306,53503.30274,55924.26825,57839.20012,60730.51855,63999.22105,66770.82984,70059.15387,73052.61234,75389.94642,78420.4485,81799.16014,84383.34772,88427.86719,88992.92347,91928.53843,92024.48316,92186.1855,82879.60815
HIGH,20%,20%,85,Sugar_IRR_Sugarcane,16459.82345,18664.45525,20869.08706,22989.2461,25179.32382,27453.11974,29687.61429,31892.24609,34096.8779,36301.50971,38506.14151,40710.77331,42915.40512,45120.03693,47324.66874,49529.30054,51733.93235,53938.56416,56143.19596,58347.82777,61577.2935,64806.75923,68036.22496,71265.69068,74495.15642,77670.37423,80939.51046,84119.64321,87384.03372,90559.51499,93801.20347,97101.41652,100300.114,102433.846,103242.7268
HIGH,20%,60%,85,Sugar_IRR_Sugarcane,16459.82345,18664.45525,20869.08706,22980.08064,25173.88523,27453.11974,29687.61429,31892.24609,34096.8779,36301.50971,38506.14151,40710.77331,42915.40512,45011.41501,47324.66874,49492.83869,51579.70431,53769.30005,56111.66409,58126.80533,61207.50032,64551.31181,67432.27102,70652.17627,73805.59171,76623.25695,80083.90412,83339.56159,86750.95843,90249.09415,91181.05358,94362.42759,95363.92532,97516.72524,92020.09724
