demand,sw,gw,climate,indicator,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
REF,20%,100%,0,Prod_IRR_Sugarcane,159.8041112,181.2083034,202.6124957,224.016688,243.6492641,265.5549882,288.2292649,309.6334572,331.0376495,352.4418418,373.8460341,395.2502264,416.6544187,438.058611,459.4628033,480.8669956,502.2711879,523.6753802,545.0795724,566.4837647,597.8378009,629.1918372,660.5458734,691.8999095,723.2539458,753.624618,782.138843,815.3657044,846.6943177,872.969411,901.6556281,940.2641493,967.7517101,977.8171889,943.6146478
REF,20%,20%,0,Prod_IRR_Sugarcane,159.8041112,181.2083034,202.6124957,224.016688,243.9106136,265.7200646,288.2292649,309.6334572,331.0376495,352.4418418,373.8460341,395.2502264,416.6544187,438.058611,459.4628033,480.8669956,502.2711879,523.6753802,545.0795724,566.4837647,597.8378009,629.1918372,660.5458734,691.8999095,723.2539458,753.8417297,782.6494297,816.4135457,846.9764026,874.5467189,904.3468495,942.7211902,973.2489302,994.5144893,983.4076261
REF,20%,60%,0,Prod_IRR_Sugarcane,159.8041112,181.2083034,202.6124957,224.016688,243.6808016,265.5789429,288.2292649,309.6334572,331.0376495,352.4418418,373.8460341,395.2502264,416.6544187,438.058611,459.4628033,480.8669956,502.2711879,523.6753802,545.0795724,566.4837647,597.8378009,629.1918372,660.5458734,691.8999095,723.2539458,753.624618,782.138843,815.3657044,846.6943177,872.969411,901.6556281,940.2641493,967.7517101,978.4067132,944.8470038
REF,60%,60%,0,Prod_IRR_Sugarcane,159.8041112,181.2083034,202.6124957,224.016688,243.6808016,265.5789429,288.2292649,309.6334572,331.0376495,352.4418418,373.8460341,395.2502264,416.6544187,438.058611,459.4628033,480.8669956,502.2711879,523.6753802,545.0795724,566.4837647,597.8378009,629.1918372,660.5458734,691.8999095,723.2539458,753.624618,782.138843,815.3657044,846.6943177,872.969411,901.6555165,940.2641493,967.7517101,978.4071766,944.8459712
REF,60%,100%,0,Prod_IRR_Sugarcane,159.8041112,181.2083034,202.6124957,224.016688,243.6492641,265.5549882,288.2292649,309.6334572,331.0376495,352.4418418,373.8460341,395.2502264,416.6544187,438.058611,459.4628033,480.8669956,502.2711879,523.6753802,545.0795724,566.4837647,597.8378009,629.1918372,660.5458734,691.8999095,723.2539458,753.624618,782.138843,815.3657044,846.6943177,872.969411,901.6555165,940.2641493,967.7517101,977.8148574,943.6155829
REF,60%,20%,0,Prod_IRR_Sugarcane,159.8041112,181.2083034,202.6124957,224.016688,243.9106136,265.7200646,288.2292649,309.6334572,331.0376495,352.4418418,373.8460341,395.2502264,416.6544187,438.058611,459.4628033,480.8669956,502.2711879,523.6753802,545.0795724,566.4837647,597.8378009,629.1918372,660.5458734,691.8999095,723.2539458,753.8418383,782.6494297,816.4135457,846.9764026,874.5467189,904.3468495,942.7211902,973.2489302,994.5167553,983.4076261
HIGH,100%,100%,0,Prod_IRR_Sugarcane,159.8041112,181.2083034,202.6124957,222.6061235,242.7009186,264.0015313,288.2292649,309.6334572,331.0376495,352.4418418,373.7908885,394.3978666,416.152824,436.3592522,458.6934919,477.6133959,498.0177788,517.4057256,536.230782,559.6465332,588.3471577,614.560797,650.792732,682.219612,710.5938438,731.7108215,753.6051174,771.7542885,819.9328865,830.4688274,854.32741,894.2135562,898.3080486,838.5185674,749.08485
HIGH,100%,20%,0,Prod_IRR_Sugarcane,159.8041112,181.2083034,202.6124957,222.968952,243.1783851,264.4903091,288.2292649,309.6334572,331.0376495,352.4418418,373.8460341,395.2502264,416.6544187,438.058611,459.4628033,480.8669956,502.2711879,523.6753802,545.0795724,566.4837647,597.8378009,629.1918372,660.5458734,691.8999095,723.2539458,753.2120576,782.3562396,815.8864703,846.9764026,874.5467189,903.8464738,942.7211902,955.5367191,950.3500851,941.5881726
HIGH,100%,60%,0,Prod_IRR_Sugarcane,159.8041112,181.2083034,202.6124957,222.8694966,242.9260366,264.3210215,288.2292649,309.6334572,331.0376495,352.4418418,373.8460341,394.4708024,416.6020833,437.4829565,459.4628033,479.3203521,500.2328858,518.7875339,540.8647566,564.1700898,595.3195794,620.4349427,655.7650497,691.2930862,721.0772011,737.9980495,762.6745989,781.7478753,828.9702127,838.7980093,864.3861015,911.0767149,919.2495346,892.9911847,828.3703126
HIGH,20%,100%,0,Prod_IRR_Sugarcane,159.8041112,181.2083034,202.6124957,222.6061235,242.7009186,264.0015313,288.2292649,309.6334572,331.0376495,352.4418418,373.7908885,394.3978666,416.152824,436.3592522,458.6934919,477.6133959,498.0177788,517.4057256,536.230782,559.6465332,588.3471577,614.560797,650.792732,682.219612,710.5938438,731.7108215,753.6051772,771.7542684,819.9328619,830.468805,854.3273956,894.2134138,898.3079524,837.3128316,749.0852422
HIGH,20%,20%,0,Prod_IRR_Sugarcane,159.8041112,181.2083034,202.6124957,222.968952,243.1783851,264.4903091,288.2292649,309.6334572,331.0376495,352.4418418,373.8460341,395.2502264,416.6544187,438.058611,459.4628033,480.8669956,502.2711879,523.6753802,545.0795724,566.4837647,597.8378009,629.1918372,660.5458734,691.8999095,723.2539458,753.2120576,782.3562396,815.8864703,846.9764026,874.5467189,903.8465239,938.7887284,946.952899,950.3522915,941.5899273
HIGH,20%,60%,0,Prod_IRR_Sugarcane,159.8041112,181.2083034,202.6124957,222.8694966,242.9260366,264.3210215,288.2292649,309.6334572,331.0376495,352.4418418,373.8460341,394.4708024,416.6020833,437.4829565,459.4628033,479.3203521,500.2328858,518.7875339,540.8647566,564.1700898,595.3195794,620.4349427,655.7650497,691.2930862,721.0772011,737.9980495,762.6745366,781.7477172,828.9702127,838.7980166,864.3860104,911.0764473,919.2494473,892.9909292,828.3712861
HIGH,60%,20%,0,Prod_IRR_Sugarcane,159.8041112,181.2083034,202.6124957,222.968952,243.1783851,264.4903091,288.2292649,309.6334572,331.0376495,352.4418418,373.8460341,395.2502264,416.6544187,438.058611,459.4628033,480.8669956,502.2711879,523.6753802,545.0795724,566.4837647,597.8378009,629.1918372,660.5458734,691.8999095,723.2539458,753.2120576,782.3562396,815.8864012,846.9764026,874.5467189,903.8465239,942.7211902,952.7281237,950.3523598,941.5899273
HIGH,60%,100%,0,Prod_IRR_Sugarcane,159.8041112,181.2083034,202.6124957,222.6061235,242.7009186,264.0015313,288.2292649,309.6334572,331.0376495,352.4418418,373.7908885,394.3978666,416.152824,436.3592522,458.6934919,477.6133959,498.0177788,517.4057256,536.230782,559.6465332,588.3471577,614.560797,650.792732,682.219612,710.5938438,731.7108215,753.8239311,771.7542684,819.9328619,830.468805,854.3273956,894.2134916,898.3079524,838.5375051,749.8563186
HIGH,60%,60%,0,Prod_IRR_Sugarcane,159.8041112,181.2083034,202.6124957,222.8694966,242.9260366,264.3210215,288.2292649,309.6334572,331.0376495,352.4418418,373.8460341,394.4708024,416.6020833,437.4829565,459.4628033,479.3203521,500.2328858,518.7875339,540.8647566,564.1700898,595.3195794,620.4349427,655.7650497,691.2930862,721.0772011,737.9980495,762.6745159,781.7477263,828.9702127,838.7980093,864.3860029,911.0765252,919.2494473,892.9936915,828.3771341
REF,100%,100%,0,Prod_IRR_Maize,5.696372664,6.459345875,7.222319086,7.985292298,8.748265508,9.359814353,10.27421193,11.03718514,11.80015836,12.56313157,13.32610478,14.08907799,14.8520512,15.61502441,16.37799762,17.14097083,17.90394405,18.66691726,19.42989047,20.19286368,21.31050874,22.42815379,23.54579885,24.6634439,25.78108896,26.80453237,28.01637907,29.07467652,30.25166918,31.36931424,32.4869593,33.60460435,34.69130871,35.62546929,34.31283773
REF,100%,20%,0,Prod_IRR_Maize,5.696372664,6.459345875,7.222319086,7.985292298,8.748265508,9.378376651,10.27421193,11.03718514,11.80015836,12.56313157,13.32610478,14.08907799,14.8520512,15.61502441,16.37799762,17.14097083,17.90394405,18.66691726,19.42989047,20.19286368,21.31050874,22.42815379,23.54579885,24.6634439,25.78108896,26.80453237,28.01637907,29.07468045,30.25166918,31.36931424,32.4869593,33.60460435,34.71892197,35.66777503,36.1148173
REF,100%,60%,0,Prod_IRR_Maize,5.696372664,6.459345875,7.222319086,7.985292298,8.748265508,9.359814353,10.27421193,11.03718514,11.80015836,12.56313157,13.32610478,14.08907799,14.8520512,15.61502441,16.37799762,17.14097083,17.90394405,18.66691726,19.42989047,20.19286368,21.31050874,22.42815379,23.54579885,24.6634439,25.78108896,26.80453237,28.01637907,29.07467652,30.25166918,31.36931424,32.4869593,33.60460435,34.69130871,35.63688402,34.36631847
REF,20%,100%,0,Prod_IRR_Maize,5.696372664,6.459345875,7.222319086,7.985292298,8.748265508,9.359814353,10.27421193,11.03718514,11.80015836,12.56313157,13.32610478,14.08907799,14.8520512,15.61502441,16.37799762,17.14097083,17.90394405,18.66691726,19.42989047,20.19286368,21.31050874,22.42815379,23.54579885,24.6634439,25.78108896,26.80453237,28.01637907,29.07467652,30.25166918,31.36931424,32.4869593,33.60460435,34.69130871,35.62546567,34.31283773
REF,20%,20%,0,Prod_IRR_Maize,5.696372664,6.459345875,7.222319086,7.985292298,8.748265508,9.378376651,10.27421193,11.03718514,11.80015836,12.56313157,13.32610478,14.08907799,14.8520512,15.61502441,16.37799762,17.14097083,17.90394405,18.66691726,19.42989047,20.19286368,21.31050874,22.42815379,23.54579885,24.6634439,25.78108896,26.80451737,28.01637907,29.07467652,30.25166918,31.36931424,32.4869593,33.60460435,34.71892197,35.66777865,36.1148173
REF,20%,60%,0,Prod_IRR_Maize,5.696372664,6.459345875,7.222319086,7.985292298,8.748265508,9.359814353,10.27421193,11.03718514,11.80015836,12.56313157,13.32610478,14.08907799,14.8520512,15.61502441,16.37799762,17.14097083,17.90394405,18.66691726,19.42989047,20.19286368,21.31050874,22.42815379,23.54579885,24.6634439,25.78108896,26.80453237,28.01637907,29.07467652,30.25166918,31.36931424,32.4869593,33.60460435,34.69130871,35.63688765,34.36631847
REF,60%,60%,0,Prod_IRR_Maize,5.696372664,6.459345875,7.222319086,7.985292298,8.748265508,9.359814353,10.27421193,11.03718514,11.80015836,12.56313157,13.32610478,14.08907799,14.8520512,15.61502441,16.37799762,17.14097083,17.90394405,18.66691726,19.42989047,20.19286368,21.31050874,22.42815379,23.54579885,24.6634439,25.78108896,26.80453237,28.01637907,29.07467652,30.25166918,31.36931424,32.4869593,33.60460435,34.69130871,35.63688765,34.36631847
REF,60%,100%,0,Prod_IRR_Maize,5.696372664,6.459345875,7.222319086,7.985292298,8.748265508,9.359814353,10.27421193,11.03718514,11.80015836,12.56313157,13.32610478,14.08907799,14.8520512,15.61502441,16.37799762,17.14097083,17.90394405,18.66691726,19.42989047,20.19286368,21.31050874,22.42815379,23.54579885,24.6634439,25.78108896,26.80453237,28.01637907,29.07467652,30.25166918,31.36931424,32.4869593,33.60460435,34.69130871,35.62546567,34.31283773
REF,60%,20%,0,Prod_IRR_Maize,5.696372664,6.459345875,7.222319086,7.985292298,8.748265508,9.378376651,10.27421193,11.03718514,11.80015836,12.56313157,13.32610478,14.08907799,14.8520512,15.61502441,16.37799762,17.14097083,17.90394405,18.66691726,19.42989047,20.19286368,21.31050874,22.42815379,23.54579885,24.6634439,25.78108896,26.80453237,28.01637907,29.07467652,30.25166918,31.36931424,32.4869593,33.60460435,34.71892197,35.66777503,36.1148173
HIGH,100%,100%,0,Prod_IRR_Maize,5.696372664,6.459345875,7.222319086,7.901727618,8.748265508,9.282765148,10.27421193,11.03718514,11.80015836,12.56313157,13.31861174,14.08907799,14.85051318,15.58972453,16.29222313,17.14097083,17.83625528,18.66691726,19.28910051,20.02690075,20.95665224,22.16560907,22.94553434,24.28448926,25.62215472,26.02779804,26.95930454,27.71067881,29.69147351,30.20821622,30.73513989,31.4532091,31.76752089,32.07861122,26.58390037
HIGH,100%,20%,0,Prod_IRR_Maize,5.696372664,6.459345875,7.222319086,7.91630296,8.748265508,9.321318142,10.27421193,11.03718514,11.80015836,12.56313157,13.32610478,14.08907799,14.8520512,15.61502441,16.37799762,17.14097083,17.90394405,18.66691726,19.42989047,20.19286368,21.31050874,22.42815379,23.54579885,24.6634439,25.78108896,26.71750032,28.01637907,29.00009304,30.25166918,31.36931424,32.4869593,33.60460435,33.13116338,33.61728041,33.23159308
HIGH,100%,60%,0,Prod_IRR_Maize,5.696372664,6.459345875,7.222319086,7.91630296,8.748265508,9.299051073,10.27421193,11.03718514,11.80015836,12.56313157,13.32610478,14.08907799,14.8520512,15.61502441,16.37799762,17.14097083,17.90394405,18.66691726,19.41118821,20.12481029,21.22110289,22.25004514,23.25142678,24.58029486,25.76020446,26.20805385,27.1991906,28.0560969,29.69147351,30.63618238,31.11261256,31.93079415,32.85025933,33.00535256,29.1778178
HIGH,20%,100%,0,Prod_IRR_Maize,5.696372664,6.459345875,7.222319086,7.901727618,8.748265508,9.282765148,10.27421193,11.03718514,11.80015836,12.56313157,13.31861174,14.08907799,14.85051318,15.58972453,16.29222313,17.14097083,17.83625528,18.66691726,19.28910051,20.02690075,20.95665224,22.16560907,22.94553434,24.28448926,25.62215472,26.02779804,26.95930693,27.71067881,29.69147351,30.20821376,30.73513989,31.45320466,31.76752089,32.07861157,26.58390874
HIGH,20%,20%,0,Prod_IRR_Maize,5.696372664,6.459345875,7.222319086,7.91630296,8.748265508,9.321318142,10.27421193,11.03718514,11.80015836,12.56313157,13.32610478,14.08907799,14.8520512,15.61502441,16.37799762,17.14097083,17.90394405,18.66691726,19.42989047,20.19286368,21.31050874,22.42815379,23.54579885,24.6634439,25.78108896,26.71750032,28.01637907,29.00009304,30.25166918,31.36931424,32.4869593,33.00687167,33.13114266,33.61728786,33.23159308
HIGH,20%,60%,0,Prod_IRR_Maize,5.696372664,6.459345875,7.222319086,7.91630296,8.748265508,9.299051073,10.27421193,11.03718514,11.80015836,12.56313157,13.32610478,14.08907799,14.8520512,15.61502441,16.37799762,17.14097083,17.90394405,18.66691726,19.41118821,20.12481029,21.22110289,22.25004514,23.25142678,24.58029486,25.76020446,26.20805385,27.19918096,28.05609105,29.69147351,30.63618238,31.1126005,31.93077627,32.85024165,33.00534282,29.17781773
HIGH,60%,20%,0,Prod_IRR_Maize,5.696372664,6.459345875,7.222319086,7.91630296,8.748265508,9.321318142,10.27421193,11.03718514,11.80015836,12.56313157,13.32610478,14.08907799,14.8520512,15.61502441,16.37799762,17.14097083,17.90394405,18.66691726,19.42989047,20.19286368,21.31050874,22.42815379,23.54579885,24.6634439,25.78108896,26.71750032,28.01637907,29.00008326,30.25166918,31.36931424,32.4869593,33.60460435,33.13114333,33.61728041,33.23159308
HIGH,60%,100%,0,Prod_IRR_Maize,5.696372664,6.459345875,7.222319086,7.901727618,8.748265508,9.282765148,10.27421193,11.03718514,11.80015836,12.56313157,13.31861174,14.08907799,14.85051318,15.58972453,16.29222313,17.14097083,17.83625528,18.66691726,19.28910051,20.02690075,20.95665224,22.16560907,22.94553434,24.28448926,25.62215472,26.02779804,26.97452474,27.71067881,29.69147351,30.20821376,30.73513989,31.45319906,31.76752089,32.07861122,26.58428315
HIGH,60%,60%,0,Prod_IRR_Maize,5.696372664,6.459345875,7.222319086,7.91630296,8.748265508,9.299051073,10.27421193,11.03718514,11.80015836,12.56313157,13.32610478,14.08907799,14.8520512,15.61502441,16.37799762,17.14097083,17.90394405,18.66691726,19.41118821,20.12481029,21.22110289,22.25004514,23.25142678,24.58029486,25.76020446,26.20805385,27.19917775,28.05609105,29.69147351,30.63618238,31.11260003,31.93077067,32.85024165,33.00534282,29.17796494
REF,100%,100%,0,Yield_IRR_Sugarcane,18121.34717,18121.34717,18121.34717,18121.34717,17990.53486,18035.08976,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18090.67489,18063.14824,18038.30691,18015.77624,17995.24816,17953.04108,17871.85948,17900.5057,17886.88852,17771.38512,17711.34663,17843.68118,17763.20975,17378.17319,16254.35972
REF,100%,20%,0,Yield_IRR_Sugarcane,18121.34717,18121.34717,18121.34717,18121.34717,18009.83234,18046.30087,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18090.67489,18063.14824,18038.30691,18015.77624,17995.24816,17958.21576,17883.52638,17923.51057,17892.84772,17803.495,17764.21067,17890.3092,17864.11195,17674.99302,16939.78033
REF,100%,60%,0,Yield_IRR_Sugarcane,18121.34717,18121.34717,18121.34717,18121.34717,17992.86352,18036.71663,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18090.67489,18063.14824,18038.30691,18015.77624,17995.24816,17953.04108,17871.85948,17900.5057,17886.88852,17771.38512,17711.34882,17843.68118,17763.20975,17388.72223,16275.57861
REF,20%,100%,0,Yield_IRR_Sugarcane,18121.34717,18121.34717,18121.34717,18121.34717,17990.53486,18035.08976,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18090.67489,18063.14824,18038.30691,18015.77624,17995.24816,17953.04108,17871.85948,17900.5057,17886.88852,17771.38512,17711.34882,17843.68118,17763.20975,17378.21417,16254.3646
REF,20%,20%,0,Yield_IRR_Sugarcane,18121.34717,18121.34717,18121.34717,18121.34717,18009.83234,18046.30087,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18090.67489,18063.14824,18038.30691,18015.77624,17995.24816,17958.21317,17883.52638,17923.50997,17892.84772,17803.495,17764.21286,17890.3092,17864.11195,17674.96622,16939.82405
REF,20%,60%,0,Yield_IRR_Sugarcane,18121.34717,18121.34717,18121.34717,18121.34717,17992.86352,18036.71663,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18090.67489,18063.14824,18038.30691,18015.77624,17995.24816,17953.04108,17871.85948,17900.5057,17886.88852,17771.38512,17711.34882,17843.68118,17763.20975,17388.69146,16275.59272
REF,60%,60%,0,Yield_IRR_Sugarcane,18121.34717,18121.34717,18121.34717,18121.34717,17992.86352,18036.71663,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18090.67489,18063.14824,18038.30691,18015.77624,17995.24816,17953.04108,17871.85948,17900.5057,17886.88852,17771.38512,17711.34663,17843.68118,17763.20975,17388.6997,16275.57493
REF,60%,100%,0,Yield_IRR_Sugarcane,18121.34717,18121.34717,18121.34717,18121.34717,17990.53486,18035.08976,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18090.67489,18063.14824,18038.30691,18015.77624,17995.24816,17953.04108,17871.85948,17900.5057,17886.88852,17771.38512,17711.34663,17843.68118,17763.20975,17378.17273,16254.3807
REF,60%,20%,0,Yield_IRR_Sugarcane,18121.34717,18121.34717,18121.34717,18121.34717,18009.83234,18046.30087,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18090.67489,18063.14824,18038.30691,18015.77624,17995.24816,17958.21576,17883.52638,17923.50997,17892.84772,17803.495,17764.21286,17890.3092,17864.11195,17675.00649,16939.82405
HIGH,100%,100%,0,Yield_IRR_Sugarcane,18121.34717,18121.34717,18121.34717,18007.24259,17920.51108,17929.58718,18121.34717,18121.34717,18121.34717,18121.34717,18118.67411,18082.26836,18099.53156,18051.04911,18091.0053,17998.73612,17967.88923,17904.39103,17827.16626,17902.62979,17803.48639,17643.11315,17771.96635,17763.71945,17680.25274,17431.00494,17219.86433,16943.06244,17321.5384,16906.18385,16781.67395,16969.76495,16488.56223,14902.53537,12903.46467
HIGH,100%,20%,0,Yield_IRR_Sugarcane,18121.34717,18121.34717,18121.34717,18036.59282,17955.76617,17962.78238,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18090.67489,18063.14824,18038.30691,18015.77624,17995.24816,17943.21296,17876.82699,17911.93857,17892.84772,17803.495,17754.38391,17890.3092,17539.00199,16890.05624,16219.45727
HIGH,100%,60%,0,Yield_IRR_Sugarcane,18121.34717,18121.34717,18121.34717,18028.54759,17937.13331,17951.28527,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18085.61231,18119.07097,18097.53384,18121.34717,18063.06231,18047.80766,17952.20735,17981.22425,18047.33462,18014.47307,17811.75101,17907.75131,17999.9757,17941.08867,17580.78092,17427.10183,17162.46124,17512.45695,17075.74432,16979.25825,17289.78228,16872.94595,15870.64764,14269.20737
HIGH,20%,100%,0,Yield_IRR_Sugarcane,18121.34717,18121.34717,18121.34717,18007.24259,17920.51108,17929.58718,18121.34717,18121.34717,18121.34717,18121.34717,18118.67411,18082.26836,18099.53156,18051.04911,18091.0053,17998.73612,17967.88923,17904.39103,17827.16626,17902.62979,17803.48639,17643.11315,17771.96635,17763.71945,17680.25274,17431.00494,17219.86569,16943.062,17321.53788,16906.1834,16781.67367,16969.76224,16488.56046,14881.10648,12903.47142
HIGH,20%,20%,0,Yield_IRR_Sugarcane,18121.34717,18121.34717,18121.34717,18036.59282,17955.76617,17962.78238,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18090.67489,18063.14824,18038.30691,18015.77624,17995.24816,17943.21296,17876.82699,17911.93857,17892.84772,17803.495,17754.3849,17815.68166,17381.44484,16890.09545,16219.48749
HIGH,20%,60%,0,Yield_IRR_Sugarcane,18121.34717,18121.34717,18121.34717,18028.54759,17937.13331,17951.28527,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18085.61231,18119.07097,18097.53384,18121.34717,18063.06231,18047.80766,17952.20735,17981.22425,18047.33462,18014.47307,17811.75101,17907.75131,17999.9757,17941.08867,17580.78092,17427.1004,17162.45777,17512.45695,17075.74447,16979.25646,17289.7772,16872.94435,15870.64309,14269.22413
HIGH,60%,20%,0,Yield_IRR_Sugarcane,18121.34717,18121.34717,18121.34717,18036.59282,17955.76617,17962.78238,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18090.67489,18063.14824,18038.30691,18015.77624,17995.24816,17943.21296,17876.82699,17911.93706,17892.84772,17803.495,17754.3849,17890.3092,17487.44985,16890.09666,16219.48749
HIGH,60%,100%,0,Yield_IRR_Sugarcane,18121.34717,18121.34717,18121.34717,18007.24259,17920.51108,17929.58718,18121.34717,18121.34717,18121.34717,18121.34717,18118.67411,18082.26836,18099.53156,18051.04911,18091.0053,17998.73612,17967.88923,17904.39103,17827.16626,17902.62979,17803.48639,17643.11315,17771.96635,17763.71945,17680.25274,17431.00494,17224.86421,16943.062,17321.53788,16906.1834,16781.67367,16969.76372,16488.56046,14902.87194,12916.75371
HIGH,60%,60%,0,Yield_IRR_Sugarcane,18121.34717,18121.34717,18121.34717,18028.54759,17937.13331,17951.28527,18121.34717,18121.34717,18121.34717,18121.34717,18121.34717,18085.61231,18119.07097,18097.53384,18121.34717,18063.06231,18047.80766,17952.20735,17981.22425,18047.33462,18014.47307,17811.75101,17907.75131,17999.9757,17941.08867,17580.78092,17427.09993,17162.45797,17512.45695,17075.74432,16979.25631,17289.77868,16872.94435,15870.69219,14269.32487
REF,100%,100%,0,Yield_IRR_Maize,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1927.875129,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1955.748637,1952.772783,1950.087234,1947.651486,1945.432234,1936.595884,1941.537186,1935.867251,1938.230035,1936.75684,1935.387021,1934.110067,1931.194437,1920.241685,1792.585095
REF,100%,20%,0,Yield_IRR_Maize,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1931.698474,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1955.748637,1952.772783,1950.087234,1947.651486,1945.432234,1936.595884,1941.537186,1935.867512,1938.230035,1936.75684,1935.387021,1934.110067,1932.731612,1922.521998,1886.724838
REF,100%,60%,0,Yield_IRR_Maize,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1927.875129,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1955.748637,1952.772783,1950.087234,1947.651486,1945.432234,1936.595884,1941.537186,1935.867251,1938.230035,1936.75684,1935.387021,1934.110067,1931.194437,1920.856948,1795.379058
REF,20%,100%,0,Yield_IRR_Maize,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1927.875129,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1955.748637,1952.772783,1950.087234,1947.651486,1945.432234,1936.595884,1941.537186,1935.867251,1938.230035,1936.75684,1935.387021,1934.110067,1931.194437,1920.24149,1792.585095
REF,20%,20%,0,Yield_IRR_Maize,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1931.698474,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1955.748637,1952.772783,1950.087234,1947.651486,1945.432234,1936.5948,1941.537186,1935.867251,1938.230035,1936.75684,1935.387021,1934.110067,1932.731612,1922.522193,1886.724838
REF,20%,60%,0,Yield_IRR_Maize,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1927.875129,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1955.748637,1952.772783,1950.087234,1947.651486,1945.432234,1936.595884,1941.537186,1935.867251,1938.230035,1936.75684,1935.387021,1934.110067,1931.194437,1920.857143,1795.379058
REF,60%,60%,0,Yield_IRR_Maize,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1927.875129,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1955.748637,1952.772783,1950.087234,1947.651486,1945.432234,1936.595884,1941.537186,1935.867251,1938.230035,1936.75684,1935.387021,1934.110067,1931.194437,1920.857143,1795.379058
REF,60%,100%,0,Yield_IRR_Maize,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1927.875129,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1959.064559,1955.748637,1952.772783,1950.087234,1947.651486,1945.432234,1936.595884,1941.537186,1935.867251,1938.230035,1936.75684,1935.387021,1934.110067,1931.194437,1920.24149,1792.585095
